SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Temperature (ºC),Turbidity (NTU)
974,Phusro/Bermo,CGWB,20,Jharkhand,322,BOKARO,BERMO,BERMO,Phusro/Bermo,-,-,-,-,-,-,23.71666667,86.13194444,25-05-2012 00:00,"",
975,Pindarjora,CGWB,20,Jharkhand,322,BOKARO,CHAS,CHAS,Pindarjora,-,-,-,-,-,-,23.54583333,86.17500000,25-05-2003 00:00,"",
976,Pindarjora,CGWB,20,Jharkhand,322,BOKARO,CHAS,CHAS,Pindarjora,-,-,-,-,-,-,23.54583333,86.17500000,25-05-2004 00:00,"",
977,Pindarjora,CGWB,20,Jharkhand,322,BOKARO,CHAS,CHAS,Pindarjora,-,-,-,-,-,-,23.54583333,86.17500000,25-05-2007 00:00,"",
978,Pindarjora,CGWB,20,Jharkhand,322,BOKARO,CHAS,CHAS,Pindarjora,-,-,-,-,-,-,23.54583333,86.17500000,25-05-2013 00:00,"",
979,Pithajudi,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,CHAKULIA,CHAKULIA,Pithajudi,-,-,-,-,-,-,22.49305556,86.74972222,25-05-2012 00:00,"",
980,Pitij,CGWB,20,Jharkhand,323,CHATRA,ITKHORI,ITKHORI,Pitij,-,-,-,-,-,-,24.26694444,85.10888889,25-05-2012 00:00,"",
981,Pitij,CGWB,20,Jharkhand,323,CHATRA,ITKHORI,ITKHORI,Pitij,-,-,-,-,-,-,24.26694444,85.10888889,25-05-2013 00:00,"",
982,Poraiyahaat,CGWB,20,Jharkhand,330,GODDA,POREYAHAT,POREYAHAT,Poraiyahaat,-,-,-,-,-,-,24.67083333,87.16666667,25-05-2004 00:00,"",
983,Poraiyahaat,CGWB,20,Jharkhand,330,GODDA,POREYAHAT,POREYAHAT,Poraiyahaat,-,-,-,-,-,-,24.67083333,87.16666667,25-05-2012 00:00,"",
984,Potka,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,POTKA,POTKA,Potka,-,-,-,-,-,-,22.62500000,86.23333333,25-05-2003 00:00,"",
985,Potka,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,POTKA,POTKA,Potka,-,-,-,-,-,-,22.62500000,86.23333333,25-05-2007 00:00,"",
986,Potka,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,POTKA,POTKA,Potka,-,-,-,-,-,-,22.62500000,86.23333333,25-05-2009 00:00,"",
987,Potka,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,POTKA,POTKA,Potka,-,-,-,-,-,-,22.62500000,86.23333333,25-05-2012 00:00,"",
988,Potka,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,POTKA,POTKA,Potka,-,-,-,-,-,-,22.62500000,86.23333333,25-05-2013 00:00,"",
989,Pupunki,CGWB,20,Jharkhand,322,BOKARO,CHAS,CHAS,Pupunki,-,-,-,-,-,-,23.70111111,86.20888889,25-05-2012 00:00,"",
990,Pupunki,CGWB,20,Jharkhand,322,BOKARO,CHAS,CHAS,Pupunki,-,-,-,-,-,-,23.70111111,86.20888889,25-05-2013 00:00,"",
991,Raidih,CGWB,20,Jharkhand,331,GUMLA,RAIDIH,RAIDIH,Raidih,-,-,-,-,-,-,22.95888889,84.44500000,25-05-2003 00:00,"",
992,Raidih,CGWB,20,Jharkhand,331,GUMLA,RAIDIH,RAIDIH,Raidih,-,-,-,-,-,-,22.95888889,84.44500000,25-05-2007 00:00,"",
993,Raidih,CGWB,20,Jharkhand,331,GUMLA,RAIDIH,RAIDIH,Raidih,-,-,-,-,-,-,22.95888889,84.44500000,25-05-2008 00:00,"",
994,Raidih,CGWB,20,Jharkhand,331,GUMLA,RAIDIH,RAIDIH,Raidih,-,-,-,-,-,-,22.95888889,84.44500000,25-05-2009 00:00,"",
995,Raidih,CGWB,20,Jharkhand,331,GUMLA,RAIDIH,RAIDIH,Raidih,-,-,-,-,-,-,22.95888889,84.44500000,25-05-2012 00:00,"",
996,Raidih,CGWB,20,Jharkhand,331,GUMLA,RAIDIH,RAIDIH,Raidih,-,-,-,-,-,-,22.95888889,84.44500000,25-05-2013 00:00,"",
997,Rajganj,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Rajganj,-,-,-,-,-,-,23.87361111,86.33750000,25-05-2000 00:00,"",
998,Rajganj,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Rajganj,-,-,-,-,-,-,23.87361111,86.33750000,25-05-2002 00:00,"",
999,Rajganj,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Rajganj,-,-,-,-,-,-,23.87361111,86.33750000,25-05-2003 00:00,"",
1000,Rajganj,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Rajganj,-,-,-,-,-,-,23.87361111,86.33750000,25-05-2004 00:00,"",
1001,Rajganj,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Rajganj,-,-,-,-,-,-,23.87361111,86.33750000,25-05-2006 00:00,"",
1002,Rajganj,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Rajganj,-,-,-,-,-,-,23.87361111,86.33750000,25-05-2007 00:00,"",
1003,Rajganj,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Rajganj,-,-,-,-,-,-,23.87361111,86.33750000,25-05-2008 00:00,"",
1004,Rajganj,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Rajganj,-,-,-,-,-,-,23.87361111,86.33750000,25-05-2009 00:00,"",
1005,Rajganj,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Rajganj,-,-,-,-,-,-,23.87361111,86.33750000,25-05-2010 00:00,"",
1006,Rajganj,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Rajganj,-,-,-,-,-,-,23.87361111,86.33750000,25-05-2011 00:00,"",
1007,Rajganj,CGWB,20,Jharkhand,325,DHANBAD,BAGHMARA CUM KATRAS,BAGHMARA CUM KATRAS,Rajganj,-,-,-,-,-,-,23.87361111,86.33750000,25-05-2012 00:00,"",
1008,Rajhara,CGWB,20,Jharkhand,338,PALAMAU,BISHRAMPUR,BISHRAMPUR,Rajhara,-,-,-,-,-,-,24.17916667,84.02500000,25-05-2010 00:00,"",
1009,Rajhara,CGWB,20,Jharkhand,338,PALAMAU,BISHRAMPUR,BISHRAMPUR,Rajhara,-,-,-,-,-,-,24.17916667,84.02500000,25-05-2011 00:00,"",
1010,Rajmahal,CGWB,20,Jharkhand,340,Sahebganj,RAJMAHAL,RAJMAHAL,Rajmahal,-,-,-,-,-,-,25.03333333,87.81333333,25-05-2004 00:00,"",
1011,Rajmahal,CGWB,20,Jharkhand,340,Sahebganj,RAJMAHAL,RAJMAHAL,Rajmahal,-,-,-,-,-,-,25.03333333,87.81333333,25-05-2005 00:00,"",
1012,Rajmahal,CGWB,20,Jharkhand,340,Sahebganj,RAJMAHAL,RAJMAHAL,Rajmahal,-,-,-,-,-,-,25.03333333,87.81333333,25-05-2008 00:00,"",
1013,Rajmahal,CGWB,20,Jharkhand,340,Sahebganj,RAJMAHAL,RAJMAHAL,Rajmahal,-,-,-,-,-,-,25.03333333,87.81333333,25-05-2012 00:00,"",
1014,Rajmahal,CGWB,20,Jharkhand,340,Sahebganj,RAJMAHAL,RAJMAHAL,Rajmahal,-,-,-,-,-,-,25.03333333,87.81333333,25-05-2013 00:00,"",
1015,Rajnagar,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,GOBINDPUR (RAJNAGAR),GOBINDPUR (RAJNAGAR),Rajnagar,-,-,-,-,-,-,22.58333333,85.92500000,25-05-2003 00:00,"",
1016,Rajnagar,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,GOBINDPUR (RAJNAGAR),GOBINDPUR (RAJNAGAR),Rajnagar,-,-,-,-,-,-,22.58333333,85.92500000,25-05-2007 00:00,"",
1017,Rajnagar,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,GOBINDPUR (RAJNAGAR),GOBINDPUR (RAJNAGAR),Rajnagar,-,-,-,-,-,-,22.58333333,85.92500000,25-05-2008 00:00,"",
1018,Rajnagar,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,GOBINDPUR (RAJNAGAR),GOBINDPUR (RAJNAGAR),Rajnagar,-,-,-,-,-,-,22.58333333,85.92500000,25-05-2011 00:00,"",
1019,Rajrappa,CGWB,20,Jharkhand,332,HAZARIBAG,RAMGARH,RAMGARH,Rajrappa,-,-,-,-,-,-,23.58694444,85.63000000,25-05-2004 00:00,"",
1020,Rajrappa,CGWB,20,Jharkhand,332,HAZARIBAG,RAMGARH,RAMGARH,Rajrappa,-,-,-,-,-,-,23.58694444,85.63000000,25-05-2008 00:00,"",
1021,Ramgarh,CGWB,20,Jharkhand,326,DUMKA,RAMGARH,RAMGARH,Ramgarh,-,-,-,-,-,-,24.55416667,87.25000000,25-05-2002 00:00,"",
1022,Ramgarh,CGWB,20,Jharkhand,326,DUMKA,RAMGARH,RAMGARH,Ramgarh,-,-,-,-,-,-,24.55416667,87.25000000,25-05-2005 00:00,"",
1023,Ramgarh,CGWB,20,Jharkhand,326,DUMKA,RAMGARH,RAMGARH,Ramgarh,-,-,-,-,-,-,24.55416667,87.25000000,25-05-2009 00:00,"",
1024,Ramgarh,CGWB,20,Jharkhand,326,DUMKA,RAMGARH,RAMGARH,Ramgarh,-,-,-,-,-,-,24.55416667,87.25000000,25-05-2010 00:00,"",
1025,Ramgarh,CGWB,20,Jharkhand,326,DUMKA,RAMGARH,RAMGARH,Ramgarh,-,-,-,-,-,-,24.55416667,87.25000000,25-05-2012 00:00,"",
1026,Ramgarh1,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,POTKA,POTKA,Ramgarh,-,-,-,-,-,-,22.71250000,86.32000000,25-05-2009 00:00,"",
1027,Ramgarh1,CGWB,20,Jharkhand,327,PURBI SINGHBHUM,POTKA,POTKA,Ramgarh,-,-,-,-,-,-,22.71250000,86.32000000,25-05-2010 00:00,"",
1028,Ramgarh2,CGWB,20,Jharkhand,332,HAZARIBAG,RAMGARH,RAMGARH,Ramgarh,-,-,-,-,-,-,23.64277778,85.48611111,25-05-2007 00:00,"",
1029,Ramgarh2,CGWB,20,Jharkhand,332,HAZARIBAG,RAMGARH,RAMGARH,Ramgarh,-,-,-,-,-,-,23.64277778,85.48611111,25-05-2008 00:00,"",
1030,Ramgarh2,CGWB,20,Jharkhand,332,HAZARIBAG,RAMGARH,RAMGARH,Ramgarh,-,-,-,-,-,-,23.64277778,85.48611111,25-05-2010 00:00,"",
1031,Ramgarh2,CGWB,20,Jharkhand,332,HAZARIBAG,RAMGARH,RAMGARH,Ramgarh,-,-,-,-,-,-,23.64277778,85.48611111,25-05-2011 00:00,"",
1032,Ranchi,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ranchi,-,-,-,-,-,-,23.34861111,85.31250000,25-05-2003 00:00,"",
1033,Ranchi,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ranchi,-,-,-,-,-,-,23.34861111,85.31250000,25-05-2004 00:00,"",
1034,Ranchi,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ranchi,-,-,-,-,-,-,23.34861111,85.31250000,25-05-2005 00:00,"",
1035,Ranchi,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ranchi,-,-,-,-,-,-,23.34861111,85.31250000,25-05-2006 00:00,"",
1036,Ranchi,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ranchi,-,-,-,-,-,-,23.34861111,85.31250000,25-05-2012 00:00,"",
1037,Ranchi1,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ranchi,-,-,-,-,-,-,23.34833333,85.31277778,25-05-2004 00:00,"",
1038,Ranchi1,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ranchi,-,-,-,-,-,-,23.34861111,85.31277778,25-05-2007 00:00,"",
1039,Ranchi1,CGWB,20,Jharkhand,339,RANCHI,NAMKUM,NAMKUM,Ranchi,-,-,-,-,-,-,23.34833333,85.31277778,25-05-2009 00:00,"",
1040,Raneswar,CGWB,20,Jharkhand,326,DUMKA,RANISHWAR,RANISHWAR,Raneswar,-,-,-,-,-,-,24.02916667,87.42500000,25-05-2005 00:00,"",
1041,Raneswar,CGWB,20,Jharkhand,326,DUMKA,RANISHWAR,RANISHWAR,Raneswar,-,-,-,-,-,-,24.02916667,87.42500000,25-05-2006 00:00,"",
1042,Raneswar,CGWB,20,Jharkhand,326,DUMKA,RANISHWAR,RANISHWAR,Raneswar,-,-,-,-,-,-,24.02916667,87.42500000,25-05-2008 00:00,"",
1043,Raneswar,CGWB,20,Jharkhand,326,DUMKA,RANISHWAR,RANISHWAR,Raneswar,-,-,-,-,-,-,24.02916667,87.42500000,25-05-2009 00:00,"",
1044,Raneswar,CGWB,20,Jharkhand,326,DUMKA,RANISHWAR,RANISHWAR,Raneswar,-,-,-,-,-,-,24.02916667,87.42500000,25-05-2011 00:00,"",
1045,Raneswar,CGWB,20,Jharkhand,326,DUMKA,RANISHWAR,RANISHWAR,Raneswar,-,-,-,-,-,-,24.02916667,87.42500000,25-05-2012 00:00,"",
1046,Raneswar,CGWB,20,Jharkhand,326,DUMKA,RANISHWAR,RANISHWAR,Raneswar,-,-,-,-,-,-,24.02916667,87.42500000,25-05-2013 00:00,"",
1047,Ranga,CGWB,20,Jharkhand,340,Sahebganj,PATHNA,PATHNA,Ranga,-,-,-,-,-,-,24.84444444,87.71361111,25-05-2012 00:00,"",
1048,Ranga,CGWB,20,Jharkhand,340,Sahebganj,PATHNA,PATHNA,Ranga,-,-,-,-,-,-,24.84444444,87.71361111,25-05-2013 00:00,"",
1049,Rangamati,CGWB,20,Jharkhand,339,RANCHI,TAMAR (I),TAMAR (I),Rangamati,-,-,-,-,-,-,23.37000000,85.83000000,25-05-2012 00:00,"",
1050,Rangamati,CGWB,20,Jharkhand,339,RANCHI,TAMAR (I),TAMAR (I),Rangamati,-,-,-,-,-,-,23.37000000,85.83000000,25-05-2013 00:00,"",
1051,Rudh1,CGWB,20,Jharkhand,336,LOHARDAGA,KURU,KURU,Rudh,-,-,-,-,-,-,23.55750000,84.81361111,25-05-2002 00:00,"",
1052,Rudh1,CGWB,20,Jharkhand,336,LOHARDAGA,KURU,KURU,Rudh,-,-,-,-,-,-,23.55750000,84.81361111,25-05-2012 00:00,"",
1053,Rudh1,CGWB,20,Jharkhand,336,LOHARDAGA,KURU,KURU,Rudh,-,-,-,-,-,-,23.55750000,84.81361111,25-05-2013 00:00,"",
1054,Sagalim,CGWB,20,Jharkhand,338,PALAMAU,PANKI,PANKI,Sagalim,-,-,-,-,-,-,24.06500000,84.34888889,25-05-2012 00:00,"",
1055,Sahebganj1,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Sahebganj,-,-,-,-,-,-,25.23333333,87.63888889,25-05-2000 00:00,"",
1056,Sahebganj1,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Sahebganj,-,-,-,-,-,-,25.23333333,87.63888889,25-05-2012 00:00,"",
1057,Sahebganj1,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Sahebganj,-,-,-,-,-,-,25.23333333,87.63888889,25-05-2013 00:00,"",
1058,Sakrigali,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Sakrigali,-,-,-,-,-,-,25.23333333,87.70277778,25-05-2004 00:00,"",
1059,Sakrigali,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Sakrigali,-,-,-,-,-,-,25.23333333,87.70277778,25-05-2005 00:00,"",
1060,Sakrigali,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Sakrigali,-,-,-,-,-,-,25.23333333,87.70277778,25-05-2008 00:00,"",
1061,Sakrigali,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Sakrigali,-,-,-,-,-,-,25.23333333,87.70277778,25-05-2010 00:00,"",
1062,Sakrigali,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Sakrigali,-,-,-,-,-,-,25.23333333,87.70277778,25-05-2011 00:00,"",
1063,Sakrigali,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Sakrigali,-,-,-,-,-,-,25.23333333,87.70277778,25-05-2012 00:00,"",
1064,Sakrigali,CGWB,20,Jharkhand,340,Sahebganj,BORIO,BORIO,Sakrigali,-,-,-,-,-,-,25.23333333,87.70277778,25-05-2013 00:00,"",
1065,Salgapara,CGWB,20,Jharkhand,337,Pakur,PAKURIA,PAKURIA,Salgapara,-,-,-,-,-,-,24.37916667,87.67277778,25-05-2004 00:00,"",
1066,Salgapara,CGWB,20,Jharkhand,337,Pakur,PAKURIA,PAKURIA,Salgapara,-,-,-,-,-,-,24.37916667,87.67277778,25-05-2009 00:00,"",
1067,Salgapara,CGWB,20,Jharkhand,337,Pakur,PAKURIA,PAKURIA,Salgapara,-,-,-,-,-,-,24.37916667,87.67277778,25-05-2010 00:00,"",
1068,Salgapara,CGWB,20,Jharkhand,337,Pakur,PAKURIA,PAKURIA,Salgapara,-,-,-,-,-,-,24.37916667,87.67277778,25-05-2011 00:00,"",
1069,Sandha,CGWB,20,Jharkhand,338,PALAMAU,HUSSAINABAD,HUSSAINABAD,Sandha,-,-,-,-,-,-,24.46666667,84.04166667,25-05-2010 00:00,"",
1070,Sandha,CGWB,20,Jharkhand,338,PALAMAU,HUSSAINABAD,HUSSAINABAD,Sandha,-,-,-,-,-,-,24.46666667,84.04166667,25-05-2011 00:00,"",
1071,Sandha,CGWB,20,Jharkhand,338,PALAMAU,HUSSAINABAD,HUSSAINABAD,Sandha,-,-,-,-,-,-,24.46666667,84.04166667,25-05-2012 00:00,"",
1072,Sandha,CGWB,20,Jharkhand,338,PALAMAU,HUSSAINABAD,HUSSAINABAD,Sandha,-,-,-,-,-,-,24.46666667,84.04166667,25-05-2013 00:00,"",
1073,Saraikela,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,SERAIKELA,SERAIKELA,Saraikela,-,-,-,-,-,-,22.70416667,85.92083333,25-05-2003 00:00,"",
1074,Saraikela,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,SERAIKELA,SERAIKELA,Saraikela,-,-,-,-,-,-,22.70416667,85.92083333,25-05-2004 00:00,"",
1075,Saraikela,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,SERAIKELA,SERAIKELA,Saraikela,-,-,-,-,-,-,22.70416667,85.92083333,25-05-2005 00:00,"",
1076,Saraikela,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,SERAIKELA,SERAIKELA,Saraikela,-,-,-,-,-,-,22.70416667,85.92083333,25-05-2006 00:00,"",
1077,Saraikela,CGWB,20,Jharkhand,343,PASHCHIMI SINGHBHUM,SERAIKELA,SERAIKELA,Saraikela,-,-,-,-,-,-,22.70416667,85.92083333,25-05-2009 00:00,"",
1078,Saraiya new,CGWB,20,Jharkhand,329,GIRIDIH,BAGODAR,BAGODAR,Saraiya,-,-,-,-,-,-,24.17083333,85.88750000,25-05-2012 00:00,"",
1079,Saraiya new,CGWB,20,Jharkhand,329,GIRIDIH,BAGODAR,BAGODAR,Saraiya,-,-,-,-,-,-,24.17083333,85.88750000,25-05-2013 00:00,"",
1080,Sarath,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Sarath,-,-,-,-,-,-,24.24444444,86.85500000,25-05-2000 00:00,"",
1081,Sarath,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Sarath,-,-,-,-,-,-,24.24444444,86.85500000,25-05-2002 00:00,"",
1082,Sarath,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Sarath,-,-,-,-,-,-,24.24444444,86.85500000,25-05-2003 00:00,"",
1083,Sarath,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Sarath,-,-,-,-,-,-,24.24444444,86.85500000,25-05-2004 00:00,"",
1084,Sarath,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Sarath,-,-,-,-,-,-,24.24444444,86.85500000,25-05-2005 00:00,"",
1085,Sarath,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Sarath,-,-,-,-,-,-,24.24444444,86.85500000,25-05-2006 00:00,"",
1086,Sarath,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Sarath,-,-,-,-,-,-,24.24444444,86.85500000,25-05-2008 00:00,"",
1087,Sarath,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Sarath,-,-,-,-,-,-,24.24444444,86.85500000,25-05-2009 00:00,"",
1088,Sarath,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Sarath,-,-,-,-,-,-,24.24444444,86.85500000,25-05-2012 00:00,"",
1089,Sarath,CGWB,20,Jharkhand,324,DEOGHAR,SARATH,SARATH,Sarath,-,-,-,-,-,-,24.24444444,86.85500000,25-05-2013 00:00,"",
1090,Sarawan,CGWB,20,Jharkhand,324,DEOGHAR,SARWAN,SARWAN,Sarawan,-,-,-,-,-,-,24.38027778,86.85500000,25-05-2003 00:00,"",
1091,Sarawan,CGWB,20,Jharkhand,324,DEOGHAR,SARWAN,SARWAN,Sarawan,-,-,-,-,-,-,24.38027778,86.85500000,25-05-2006 00:00,"",
1092,Sarawan,CGWB,20,Jharkhand,324,DEOGHAR,SARWAN,SARWAN,Sarawan,-,-,-,-,-,-,24.38027778,86.85500000,25-05-2008 00:00,"",
1093,Sarawan,CGWB,20,Jharkhand,324,DEOGHAR,SARWAN,SARWAN,Sarawan,-,-,-,-,-,-,24.38027778,86.85500000,25-05-2009 00:00,"",
1094,Sarawan,CGWB,20,Jharkhand,324,DEOGHAR,SARWAN,SARWAN,Sarawan,-,-,-,-,-,-,24.38027778,86.85500000,25-05-2010 00:00,"",
1095,Sarawan,CGWB,20,Jharkhand,324,DEOGHAR,SARWAN,SARWAN,Sarawan,-,-,-,-,-,-,24.38027778,86.85500000,25-05-2011 00:00,"",
1096,Sarawan,CGWB,20,Jharkhand,324,DEOGHAR,SARWAN,SARWAN,Sarawan,-,-,-,-,-,-,24.38027778,86.85500000,25-05-2012 00:00,"",
1097,Sarawan,CGWB,20,Jharkhand,324,DEOGHAR,SARWAN,SARWAN,Sarawan,-,-,-,-,-,-,24.38027778,86.85500000,25-05-2013 00:00,"",
1098,Satbarwa,CGWB,20,Jharkhand,338,PALAMAU,BARWADIH,BARWADIH,Satbarwa,-,-,-,-,-,-,23.84583333,84.19166667,25-05-2008 00:00,"",
1099,Satbarwa,CGWB,20,Jharkhand,338,PALAMAU,BARWADIH,BARWADIH,Satbarwa,-,-,-,-,-,-,23.84583333,84.19166667,25-05-2009 00:00,"",
1100,Satbarwa,CGWB,20,Jharkhand,338,PALAMAU,BARWADIH,BARWADIH,Satbarwa,-,-,-,-,-,-,23.84583333,84.19166667,25-05-2010 00:00,"",
1101,Satbarwa,CGWB,20,Jharkhand,338,PALAMAU,BARWADIH,BARWADIH,Satbarwa,-,-,-,-,-,-,23.84583333,84.19166667,25-05-2012 00:00,"",
1102,Senha Bdo,CGWB,20,Jharkhand,336,LOHARDAGA,SENHA,SENHA,Senha Bdo,-,-,-,-,-,-,23.38750000,84.65416667,25-05-2007 00:00,"",
1103,Senha Bdo,CGWB,20,Jharkhand,336,LOHARDAGA,SENHA,SENHA,Senha Bdo,-,-,-,-,-,-,23.38750000,84.65416667,25-05-2008 00:00,"",
1104,Senha Bdo,CGWB,20,Jharkhand,336,LOHARDAGA,SENHA,SENHA,Senha Bdo,-,-,-,-,-,-,23.38750000,84.65416667,25-05-2009 00:00,"",
1105,Senha Bdo,CGWB,20,Jharkhand,336,LOHARDAGA,SENHA,SENHA,Senha Bdo,-,-,-,-,-,-,23.38750000,84.65416667,25-05-2010 00:00,"",
1106,Senha Bdo,CGWB,20,Jharkhand,336,LOHARDAGA,SENHA,SENHA,Senha Bdo,-,-,-,-,-,-,23.38750000,84.65416667,25-05-2011 00:00,"",
1107,Senha Bdo,CGWB,20,Jharkhand,336,LOHARDAGA,SENHA,SENHA,Senha Bdo,-,-,-,-,-,-,23.38750000,84.65416667,25-05-2012 00:00,"",
1108,Senha Bdo,CGWB,20,Jharkhand,336,LOHARDAGA,SENHA,SENHA,Senha Bdo,-,-,-,-,-,-,23.38750000,84.65416667,25-05-2013 00:00,"",
1109,Seringathu,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Seringathu,-,-,-,-,-,-,23.22944444,85.72527778,25-05-2003 00:00,"",
1110,Seringathu,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Seringathu,-,-,-,-,-,-,23.22944444,85.72527778,25-05-2007 00:00,"",
1111,Seringathu,CGWB,20,Jharkhand,339,RANCHI,SONAHATU,SONAHATU,Seringathu,-,-,-,-,-,-,23.20833333,85.72555556,25-05-2008 00:00,"",
1112,Sikaripara,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Sikaripara,-,-,-,-,-,-,24.23333333,87.46722222,25-05-2002 00:00,"",
1113,Sikaripara,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Sikaripara,-,-,-,-,-,-,24.23333333,87.46722222,25-05-2004 00:00,"",
1114,Sikaripara,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Sikaripara,-,-,-,-,-,-,24.23333333,87.46722222,25-05-2005 00:00,"",
1115,Sikaripara,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Sikaripara,-,-,-,-,-,-,24.23333333,87.46722222,25-05-2006 00:00,"",
1116,Sikaripara,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Sikaripara,-,-,-,-,-,-,24.23333333,87.46722222,25-05-2008 00:00,"",
1117,Sikaripara,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Sikaripara,-,-,-,-,-,-,24.23333333,87.46722222,25-05-2010 00:00,"",
1118,Sikaripara,CGWB,20,Jharkhand,326,DUMKA,SHIKARIPARA,SHIKARIPARA,Sikaripara,-,-,-,-,-,-,24.23333333,87.46722222,25-05-2012 00:00,"",
1119,Silli,CGWB,20,Jharkhand,339,RANCHI,SILLI,SILLI,Silli,-,-,-,-,-,-,23.36666667,85.83333333,25-05-2004 00:00,"",
1120,Silli,CGWB,20,Jharkhand,339,RANCHI,SILLI,SILLI,Silli,-,-,-,-,-,-,23.36666667,85.83333333,25-05-2006 00:00,"",
1121,Silli,CGWB,20,Jharkhand,339,RANCHI,SILLI,SILLI,Silli,-,-,-,-,-,-,23.36666667,85.83333333,25-05-2007 00:00,"",
1122,Silli,CGWB,20,Jharkhand,339,RANCHI,SILLI,SILLI,Silli,-,-,-,-,-,-,23.36666667,85.83333333,25-05-2008 00:00,"",
1123,Silli,CGWB,20,Jharkhand,339,RANCHI,SILLI,SILLI,Silli,-,-,-,-,-,-,23.36666667,85.83333333,25-05-2009 00:00,"",
